"Date","Price","Open","High","Low","Vol.","Change %"
"11/07/2017","1,253.07","1,265.64","1,266.88","1,247.09","1.97M","-0.99%"
"11/08/2017","1,266.81","1,253.07","1,276.86","1,251.84","2.50M","1.10%"
"11/09/2017","1,267.58","1,266.81","1,269.93","1,243.82","1.48M","0.06%"
"11/12/2017","1,264.24","1,268.71","1,271.14","1,252.58","3.90M","-0.26%"
"11/13/2017","1,262.86","1,264.24","1,265.33","1,236.37","2.80M","-0.11%"
"11/14/2017","1,259.87","1,263.23","1,268.00","1,259.87","4.59M","-0.24%"
"11/15/2017","1,265.09","1,259.57","1,266.67","1,259.32","3.54M","0.41%"
"11/16/2017","1,269.90","1,265.09","1,269.90","1,261.13","10.25M","0.38%"
"11/19/2017","1,272.09","1,269.90","1,272.09","1,269.31","8.74M","0.17%"
"11/20/2017","1,266.02","1,272.09","1,273.05","1,264.52","2.66M","-0.48%"
"11/21/2017","1,263.64","1,267.15","1,268.43","1,259.35","1.60M","-0.19%"
"11/22/2017","1,269.06","1,262.71","1,269.06","1,262.71","5.66M","0.43%"
"11/23/2017","1,276.58","1,269.41","1,276.95","1,269.41","6.96M","0.59%"
"11/26/2017","1,277.02","1,276.58","1,277.16","1,276.06","3.00M","0.03%"
"11/27/2017","1,269.92","1,277.73","1,278.85","1,269.92","2.62M","-0.56%"
"11/28/2017","1,276.18","1,269.92","1,276.18","1,269.24","2.33M","0.49%"
"11/29/2017","1,283.71","1,276.73","1,284.81","1,275.48","6.23M","0.59%"
"12/03/2017","1,280.21","1,286.04","1,286.42","1,278.57","1.29M","-0.27%"
"12/04/2017","1,274.13","1,281.17","1,283.53","1,274.13","4.84M","-0.47%"
"12/05/2017","1,272.27","1,274.13","1,274.13","1,271.69","2.45M","-0.15%"
"12/06/2017","1,264.95","1,272.27","1,272.27","1,262.62","3.48M","-0.58%"
"12/07/2017","1,267.39","1,264.95","1,270.43","1,264.60","3.05M","0.19%"
"12/10/2017","1,265.44","1,268.53","1,270.01","1,264.28","1.92M","-0.15%"
"12/11/2017","1,265.09","1,265.44","1,267.06","1,263.95","3.53M","-0.03%"
"12/12/2017","1,264.13","1,265.09","1,265.23","1,262.64","1.66M","-0.08%"
"12/13/2017","1,264.12","1,264.13","1,264.45","1,261.75","3.21M","0.00%"
"12/14/2017","1,265.59","1,264.67","1,268.86","1,264.09","3.64M","0.12%"
"12/19/2017","1,268.89","1,267.92","1,272.15","1,267.92","6.60M","0.26%"
"12/20/2017","1,265.41","1,269.58","1,272.76","1,265.41","13.00M","-0.27%"
"12/21/2017","1,281.10","1,265.41","1,281.10","1,265.41","5.29M","1.24%"
"12/24/2017","1,285.88","1,281.10","1,287.08","1,280.14","7.66M","0.37%"
"12/25/2017","1,293.23","1,287.28","1,293.23","1,284.18","10.27M","0.57%"
"12/26/2017","1,285.34","1,295.10","1,298.65","1,285.34","9.77M","-0.61%"
"12/27/2017","1,295.01","1,287.21","1,295.01","1,285.86","4.97M","0.75%"
"12/28/2017","1,306.03","1,295.01","1,306.39","1,294.05","7.08M","0.85%"
"12/31/2017","1,331.71","1,307.95","1,331.71","1,307.95","6.21M","1.97%"
"01/02/2018","1,322.04","1,327.06","1,331.80","1,320.15","5.22M","-0.73%"
"01/03/2018","1,325.43","1,323.90","1,326.59","1,316.07","8.68M","0.26%"
"01/04/2018","1,312.33","1,326.36","1,326.36","1,312.33","7.16M","-0.99%"
"01/07/2018","1,318.76","1,312.33","1,320.46","1,312.33","8.79M","0.49%"
"01/08/2018","1,320.40","1,318.76","1,322.97","1,313.95","12.39M","0.12%"
"01/09/2018","1,315.17","1,320.40","1,320.40","1,312.31","5.99M","-0.40%"
"01/10/2018","1,317.81","1,317.03","1,317.81","1,313.94","5.83M","0.20%"
"01/11/2018","1,316.88","1,318.51","1,319.40","1,316.88","2.70M","-0.07%"
"01/14/2018","1,319.41","1,316.88","1,320.00","1,316.88","3.87M","0.19%"
"01/15/2018","1,324.10","1,321.27","1,324.97","1,320.34","7.33M","0.36%"
"01/16/2018","1,321.40","1,324.80","1,325.45","1,321.40","3.22M","-0.20%"
"01/17/2018","1,331.73","1,321.40","1,332.27","1,321.40","3.31M","0.78%"
"01/18/2018","1,333.17","1,331.73","1,333.43","1,328.31","2.89M","0.11%"
"01/21/2018","1,335.92","1,334.10","1,337.71","1,334.10","5.82M","0.21%"
"01/22/2018","1,334.89","1,335.92","1,336.67","1,333.59","9.83M","-0.08%"
"01/23/2018","1,333.79","1,334.89","1,336.36","1,331.96","5.08M","-0.08%"
"01/24/2018","1,337.11","1,333.92","1,337.28","1,333.62","3.13M","0.25%"
"01/25/2018","1,341.77","1,337.45","1,341.77","1,336.12","6.39M","0.35%"
"01/28/2018","1,342.32","1,341.77","1,344.32","1,338.86","29.15M","0.04%"
"01/29/2018","1,344.54","1,342.32","1,346.64","1,342.32","9.06M","0.17%"
"01/30/2018","1,352.26","1,347.33","1,354.68","1,344.38","6.58M","0.57%"
"01/31/2018","1,350.67","1,350.40","1,351.60","1,349.64","3.83M","-0.12%"
"02/01/2018","1,357.68","1,350.67","1,357.68","1,350.67","26.45M","0.52%"
"02/04/2018","1,354.86","1,357.68","1,359.43","1,351.85","2.97M","-0.21%"
"02/05/2018","1,344.31","1,354.86","1,354.97","1,342.88","5.74M","-0.78%"
"02/06/2018","1,338.52","1,344.31","1,344.31","1,332.68","8.01M","-0.43%"
"02/07/2018","1,336.38","1,339.45","1,339.65","1,336.38","7.62M","-0.16%"
"02/08/2018","1,333.02","1,336.38","1,339.40","1,333.02","4.30M","-0.25%"
"02/11/2018","1,333.56","1,333.02","1,335.93","1,333.02","2.67M","0.04%"
"02/12/2018","1,347.12","1,337.39","1,348.58","1,335.92","5.86M","1.02%"
"02/13/2018","1,352.96","1,346.29","1,353.97","1,346.29","4.23M","0.43%"
"02/14/2018","1,342.39","1,350.16","1,352.48","1,342.39","4.79M","-0.78%"
"02/15/2018","1,339.72","1,342.39","1,342.39","1,339.19","5.07M","-0.20%"
"02/18/2018","1,332.51","1,340.26","1,341.63","1,332.51","3.30M","-0.54%"
"02/19/2018","1,332.73","1,332.51","1,335.83","1,331.79","1.54M","0.02%"
"02/20/2018","1,344.57","1,332.73","1,345.53","1,332.58","62.81M","0.89%"
"02/21/2018","1,351.66","1,344.57","1,356.54","1,344.57","6.46M","0.53%"
"02/22/2018","1,351.81","1,351.66","1,354.64","1,351.51","5.73M","0.01%"
"02/25/2018","1,361.65","1,351.81","1,362.79","1,351.81","7.47M","0.73%"
"02/26/2018","1,370.71","1,359.32","1,370.71","1,359.32","2.13M","0.67%"
"02/27/2018","1,365.81","1,370.71","1,370.71","1,365.81","6.43M","-0.36%"
"02/28/2018","1,369.90","1,365.81","1,369.90","1,357.30","3.77M","0.30%"
"03/01/2018","1,373.45","1,369.90","1,373.79","1,360.72","5.31M","0.26%"
"03/04/2018","1,380.22","1,378.12","1,381.00","1,378.12","1.18M","0.49%"
"03/05/2018","1,374.59","1,380.22","1,380.22","1,374.59","5.07M","-0.41%"
"03/06/2018","1,374.77","1,375.30","1,377.44","1,374.77","2.64M","0.01%"
"03/07/2018","1,366.29","1,374.77","1,374.77","1,365.94","1.42M","-0.62%"
"03/08/2018","1,370.25","1,366.29","1,370.25","1,361.63","1.39M","0.29%"
"03/11/2018","1,367.89","1,370.25","1,370.50","1,365.02","2.85M","-0.17%"
"03/12/2018","1,353.28","1,368.84","1,371.31","1,353.28","2.59M","-1.07%"
"03/13/2018","1,361.10","1,353.28","1,361.10","1,351.01","1.38M","0.58%"
"03/14/2018","1,360.53","1,361.10","1,362.23","1,360.53","612.76K","-0.04%"
"03/15/2018","1,355.51","1,360.53","1,360.53","1,355.51","25.35M","-0.37%"
"03/18/2018","1,352.49","1,357.77","1,357.77","1,352.49","1.52M","-0.22%"
"03/19/2018","1,348.21","1,352.49","1,352.49","1,347.25","25.98M","-0.32%"
"03/20/2018","1,341.05","1,348.21","1,348.21","1,341.05","1.61M","-0.53%"
"03/21/2018","1,336.42","1,341.05","1,341.81","1,335.47","1.49M","-0.35%"
"03/22/2018","1,333.91","1,336.42","1,343.14","1,332.95","7.32M","-0.19%"
"03/25/2018","1,334.96","1,333.91","1,336.66","1,333.91","2.25M","0.08%"
"03/26/2018","1,325.63","1,334.00","1,334.00","1,324.50","4.53M","-0.70%"
"03/27/2018","1,327.33","1,325.63","1,328.41","1,325.33","4.23M","0.13%"
"03/28/2018","1,315.12","1,327.33","1,327.33","1,312.79","1.54M","-0.92%"
"03/29/2018","1,318.39","1,315.12","1,321.58","1,315.12","1.65M","0.25%"
"04/01/2018","1,303.14","1,311.04","1,319.76","1,298.24","2.21M","-1.16%"
"04/02/2018","1,294.64","1,303.14","1,304.19","1,294.29","1.87M","-0.65%"
"04/03/2018","1,290.58","1,294.64","1,294.64","1,290.58","609.09K","-0.31%"
"04/04/2018","1,282.68","1,289.47","1,289.47","1,282.68","862.22K","-0.61%"
"04/05/2018","1,282.89","1,282.68","1,282.89","1,270.07","1.01M","0.02%"
"04/08/2018","1,284.49","1,283.26","1,284.92","1,282.47","425.93K","0.12%"
"04/09/2018","1,287.41","1,284.49","1,287.41","1,284.24","731.75K","0.23%"
"04/10/2018","1,287.96","1,287.41","1,289.47","1,287.41","3.57M","0.04%"
"04/11/2018","1,288.82","1,287.96","1,290.38","1,286.42","2.82M","0.07%"
"04/12/2018","1,291.45","1,288.82","1,291.45","1,288.82","2.56M","0.20%"
"04/15/2018","1,292.47","1,291.45","1,292.47","1,290.73","763.25K","0.08%"
"04/16/2018","1,299.46","1,292.47","1,299.61","1,292.47","1.58M","0.54%"
"04/17/2018","1,301.98","1,299.46","1,305.24","1,297.68","35.94M","0.19%"
"04/18/2018","1,301.98","1,303.14","1,305.78","1,301.84","1.42M","0.00%"
"04/19/2018","1,301.40","1,302.13","1,302.13","1,297.27","3.49M","-0.04%"
"04/22/2018","1,301.08","1,301.40","1,304.49","1,301.08","2.18M","-0.02%"
"04/23/2018","1,298.60","1,301.08","1,301.53","1,297.67","2.20M","-0.19%"
"04/24/2018","1,282.43","1,296.28","1,296.28","1,282.43","2.18M","-1.25%"
"04/25/2018","1,269.20","1,282.98","1,285.43","1,251.47","2.91M","-1.03%"
"04/26/2018","1,263.08","1,268.85","1,269.55","1,261.95","4.59M","-0.48%"
"04/29/2018","1,262.78","1,264.21","1,265.04","1,262.46","4.12M","-0.02%"
"04/30/2018","1,257.88","1,262.78","1,262.93","1,254.19","8.08M","-0.39%"
"05/02/2018","1,261.12","1,260.33","1,261.12","1,256.22","2.93M","0.26%"
"05/03/2018","1,263.50","1,262.25","1,263.50","1,260.54","3.34M","0.19%"
"05/06/2018","1,275.79","1,265.76","1,275.79","1,265.76","20.59M","0.97%"
"05/07/2018","1,278.61","1,275.79","1,279.15","1,272.88","2.02M","0.22%"
"05/08/2018","1,273.20","1,278.61","1,282.01","1,269.71","3.60M","-0.42%"
"05/09/2018","1,271.05","1,274.34","1,276.58","1,268.60","3.20M","-0.17%"
"05/10/2018","1,270.73","1,271.05","1,273.11","1,269.60","2.92M","-0.03%"
"05/13/2018","1,271.09","1,268.28","1,272.09","1,268.28","2.84M","0.03%"
"05/14/2018","1,272.07","1,271.09","1,272.07","1,267.51","2.79M","0.08%"
"05/15/2018","1,273.93","1,272.07","1,274.86","1,267.16","2.21M","0.15%"
"05/16/2018","1,272.92","1,273.93","1,274.47","1,267.90","3.89M","-0.08%"
"05/17/2018","1,272.78","1,272.92","1,272.92","1,265.96","675.93K","-0.01%"
"05/20/2018","1,267.26","1,272.78","1,272.78","1,262.36","3.26M","-0.43%"
"05/21/2018","1,267.93","1,267.26","1,270.31","1,263.02","4.05M","0.05%"
"05/22/2018","1,265.48","1,267.93","1,267.93","1,262.49","4.44M","-0.19%"
"05/23/2018","1,267.04","1,265.48","1,270.39","1,262.14","2.21M","0.12%"
"05/24/2018","1,263.13","1,267.97","1,267.97","1,260.68","3.35M","-0.31%"
"05/27/2018","1,263.18","1,264.18","1,264.53","1,259.25","3.31M","0.00%"
"05/28/2018","1,260.47","1,263.18","1,263.54","1,260.47","1.65M","-0.21%"
"05/29/2018","1,262.89","1,260.47","1,262.89","1,257.82","4.80M","0.19%"
"05/30/2018","1,260.74","1,262.89","1,262.89","1,259.43","1.51M","-0.17%"
"05/31/2018","1,265.80","1,260.51","1,265.80","1,260.51","2.82M","0.40%"
"06/03/2018","1,265.64","1,263.34","1,265.80","1,263.19","3.88M","-0.01%"
"06/04/2018","1,265.32","1,265.64","1,265.64","1,263.19","1.24M","-0.03%"
"06/05/2018","1,267.77","1,265.32","1,267.77","1,264.01","5.04M","0.19%"
"06/06/2018","1,266.98","1,267.77","1,268.47","1,266.63","4.97M","-0.06%"
"06/07/2018","1,263.79","1,266.98","1,268.92","1,263.79","5.66M","-0.25%"
"06/10/2018","1,274.48","1,264.33","1,274.48","1,264.33","2.17M","0.85%"
"06/11/2018","1,281.17","1,274.48","1,281.17","1,274.48","3.55M","0.52%"
"06/12/2018","1,287.91","1,281.17","1,287.91","1,281.02","2.92M","0.53%"
"06/13/2018","1,295.86","1,287.91","1,295.86","1,285.23","3.07M","0.62%"
"06/14/2018","1,307.33","1,297.00","1,307.33","1,294.71","2.95M","0.89%"
"06/20/2018","1,301.13","1,307.33","1,307.33","1,295.08","2.35M","-0.47%"
"06/21/2018","1,309.49","1,301.13","1,309.49","1,301.13","3.36M","0.64%"
"06/24/2018","1,306.74","1,309.49","1,311.40","1,303.38","4.21M","-0.21%"
"06/25/2018","1,301.57","1,306.74","1,307.29","1,298.93","3.72M","-0.40%"
"06/26/2018","1,302.03","1,302.53","1,306.47","1,301.57","2.11M","0.04%"
"06/27/2018","1,306.26","1,302.03","1,306.26","1,299.53","2.70M","0.32%"
"06/28/2018","1,310.99","1,307.40","1,310.99","1,307.40","2.32M","0.36%"
"07/01/2018","1,313.57","1,310.99","1,316.02","1,310.99","3.82M","0.20%"
"07/02/2018","1,309.56","1,312.41","1,312.41","1,309.56","12.12M","-0.31%"
"07/03/2018","1,310.62","1,309.56","1,313.21","1,309.56","2.92M","0.08%"
"07/04/2018","1,322.45","1,310.62","1,322.45","1,309.67","5.01M","0.90%"
"07/05/2018","1,330.82","1,322.45","1,332.31","1,321.80","4.55M","0.63%"
"07/08/2018","1,336.32","1,333.27","1,337.28","1,331.83","3.90M","0.41%"
"07/09/2018","1,334.43","1,336.32","1,337.62","1,332.37","7.20M","-0.14%"
"07/10/2018","1,334.80","1,334.43","1,340.62","1,333.94","3.06M","0.03%"
"07/11/2018","1,344.89","1,334.45","1,346.48","1,334.45","6.06M","0.76%"
"07/12/2018","1,342.51","1,344.89","1,347.60","1,341.37","3.17M","-0.18%"
"07/15/2018","1,343.84","1,342.51","1,343.84","1,340.07","4.38M","0.10%"
"07/16/2018","1,351.87","1,346.29","1,351.87","1,346.29","6.34M","0.60%"
"07/17/2018","1,358.13","1,359.22","1,373.89","1,353.77","6.13M","0.46%"
"07/18/2018","1,350.90","1,355.68","1,356.22","1,348.07","13.19M","-0.53%"
"07/19/2018","1,354.66","1,350.90","1,355.73","1,350.90","12.14M","0.28%"
"07/22/2018","1,352.12","1,355.20","1,355.20","1,348.44","2.56M","-0.19%"
"07/23/2018","1,357.15","1,354.57","1,358.31","1,352.33","13.67M","0.37%"
"07/24/2018","1,367.62","1,357.69","1,367.62","1,357.69","9.07M","0.77%"
"07/25/2018","1,362.87","1,370.07","1,370.07","1,362.87","11.04M","-0.35%"
"07/26/2018","1,367.90","1,361.71","1,367.90","1,361.71","10.00M","0.37%"
"07/29/2018","1,369.53","1,367.90","1,373.26","1,367.90","761.30K","0.12%"
"07/30/2018","1,370.50","1,369.53","1,372.99","1,369.53","6.26M","0.07%"
"07/31/2018","1,358.35","1,368.05","1,368.05","1,358.17","2.34M","-0.89%"
"08/01/2018","1,353.45","1,358.35","1,359.50","1,353.44","3.86M","-0.36%"
"08/02/2018","1,349.17","1,352.75","1,352.75","1,343.31","11.03M","-0.32%"
"08/05/2018","1,353.74","1,349.17","1,355.22","1,348.82","1.95M","0.34%"
"08/06/2018","1,352.39","1,353.74","1,353.74","1,349.69","12.04M","-0.10%"
"08/07/2018","1,348.19","1,352.39","1,352.39","1,348.19","11.25M","-0.31%"
"08/08/2018","1,346.06","1,348.19","1,348.65","1,343.26","3.30M","-0.16%"
"08/09/2018","1,349.61","1,346.06","1,352.22","1,346.06","2.73M","0.26%"
"08/12/2018","1,348.36","1,349.61","1,351.35","1,347.81","2.24M","-0.09%"
"08/13/2018","1,346.09","1,348.36","1,348.36","1,344.95","4.53M","-0.17%"
"08/14/2018","1,341.13","1,346.09","1,346.09","1,341.13","2.65M","-0.37%"
"08/15/2018","1,343.30","1,341.13","1,343.72","1,341.13","1.82M","0.16%"
"08/16/2018","1,347.47","1,343.30","1,350.47","1,343.30","2.56M","0.31%"
"08/19/2018","1,347.98","1,347.47","1,347.98","1,345.12","2.01M","0.04%"
"08/26/2018","1,351.64","1,350.43","1,352.25","1,350.43","883.30K","0.27%"
"08/27/2018","1,347.94","1,351.64","1,352.60","1,347.94","4.93M","-0.27%"
"08/28/2018","1,346.86","1,347.94","1,347.94","1,340.76","3.50M","-0.08%"
"08/29/2018","1,341.57","1,346.86","1,346.86","1,339.81","3.29M","-0.39%"
"08/30/2018","1,338.10","1,340.49","1,341.10","1,338.10","8.25M","-0.26%"
"09/02/2018","1,336.74","1,339.26","1,339.26","1,336.74","2.03M","-0.10%"
"09/03/2018","1,334.53","1,336.74","1,336.74","1,333.37","1.17M","-0.17%"
"09/04/2018","1,338.49","1,334.53","1,338.49","1,334.53","1.99M","0.30%"
"09/05/2018","1,335.26","1,338.49","1,340.16","1,335.12","10.62M","-0.24%"
"09/06/2018","1,339.88","1,335.26","1,341.04","1,334.97","3.62M","0.35%"
"09/09/2018","1,343.53","1,340.03","1,348.46","1,340.03","2.73M","0.27%"
"09/10/2018","1,342.68","1,343.53","1,344.66","1,338.76","3.87M","-0.06%"
"09/12/2018","1,340.51","1,342.68","1,346.13","1,340.51","3.45M","-0.16%"
"09/13/2018","1,345.04","1,341.67","1,345.97","1,341.67","4.94M","0.34%"
"09/16/2018","1,341.21","1,345.04","1,345.04","1,341.21","1.76M","-0.28%"
"09/17/2018","1,338.98","1,340.05","1,341.13","1,338.68","4.99M","-0.17%"
"09/18/2018","1,340.06","1,340.19","1,340.19","1,338.10","15.26M","0.08%"
"09/23/2018","1,351.44","1,340.06","1,352.14","1,340.06","3.34M","0.85%"
"09/24/2018","1,356.13","1,351.44","1,356.13","1,351.44","5.95M","0.35%"
"09/25/2018","1,355.34","1,356.13","1,356.65","1,349.28","10.83M","-0.06%"
"09/26/2018","1,350.16","1,355.34","1,355.34","1,346.57","5.69M","-0.38%"
"09/27/2018","1,348.60","1,350.16","1,350.16","1,348.48","11.58M","-0.12%"
"09/30/2018","1,338.55","1,348.69","1,348.79","1,337.42","21.37M","-0.75%"
"10/01/2018","1,335.06","1,338.55","1,345.90","1,334.71","20.57M","-0.26%"
"10/02/2018","1,329.95","1,335.06","1,335.06","1,329.65","8.09M","-0.38%"
"10/03/2018","1,330.41","1,329.95","1,331.43","1,329.95","11.77M","0.03%"
"10/04/2018","1,324.95","1,330.41","1,330.41","1,324.95","8.69M","-0.41%"
"10/07/2018","1,323.94","1,324.40","1,324.40","1,322.81","4.10M","-0.08%"
"10/08/2018","1,325.26","1,322.81","1,325.26","1,322.81","4.92M","0.10%"
"10/09/2018","1,324.26","1,325.26","1,326.03","1,323.10","1.98M","-0.08%"
"10/10/2018","1,320.80","1,324.26","1,324.73","1,320.80","8.84M","-0.26%"
"10/11/2018","1,316.03","1,320.93","1,322.21","1,316.03","2.74M","-0.36%"
"10/14/2018","1,315.73","1,315.10","1,316.81","1,313.22","3.51M","-0.02%"
"10/15/2018","1,315.91","1,315.73","1,318.18","1,315.49","5.46M","0.01%"
"10/16/2018","1,311.64","1,315.91","1,317.05","1,311.64","2.80M","-0.32%"
"10/17/2018","1,313.22","1,310.90","1,314.36","1,308.87","1.80M","0.12%"
"10/18/2018","1,323.45","1,316.65","1,323.57","1,316.38","1.58M","0.78%"
"10/21/2018","1,322.06","1,323.45","1,323.45","1,320.77","1.48M","-0.11%"
"10/22/2018","1,322.63","1,322.06","1,322.63","1,320.02","2.92M","0.04%"
"10/23/2018","1,321.16","1,322.81","1,324.86","1,319.81","962.86K","-0.11%"
"10/24/2018","1,316.38","1,321.16","1,321.16","1,316.38","2.51M","-0.36%"
"10/25/2018","1,315.53","1,316.38","1,316.39","1,315.24","9.06M","-0.06%"
"10/28/2018","1,318.87","1,315.53","1,318.87","1,314.81","1.31M","0.25%"
"10/29/2018","1,315.04","1,318.87","1,318.87","1,315.04","6.20M","-0.29%"
"10/30/2018","1,312.90","1,315.04","1,315.69","1,312.09","6.81M","-0.16%"
"10/31/2018","1,314.73","1,312.90","1,315.83","1,311.34","8.14M","0.14%"
"11/01/2018","1,313.22","1,314.73","1,314.73","1,311.43","9.53M","-0.11%"
"11/04/2018","1,314.86","1,313.22","1,316.12","1,313.22","2.29M","0.12%"
"11/05/2018","1,315.53","1,314.86","1,316.23","1,313.90","4.93M","0.05%"
"11/06/2018","1,313.91","1,315.18","1,316.01","1,313.91","2.31M","-0.12%"
"11/07/2018","1,316.27","1,313.91","1,317.28","1,313.91","5.98M","0.18%"
"11/08/2018","1,313.21","1,316.27","1,316.27","1,313.21","1.64M","-0.23%"
"11/11/2018","1,312.57","1,313.21","1,313.80","1,312.37","6.53M","-0.05%"
"11/12/2018","1,308.36","1,311.17","1,311.17","1,307.65","1.46M","-0.32%"
"11/13/2018","1,304.96","1,308.90","1,309.28","1,303.22","1.02M","-0.26%"
"11/14/2018","1,310.51","1,304.96","1,310.51","1,304.96","1.14M","0.43%"
"11/15/2018","1,309.16","1,310.51","1,311.44","1,308.74","1.98M","-0.10%"
"11/18/2018","1,310.88","1,309.05","1,310.88","1,308.87","1.67M","0.13%"
"11/19/2018","1,306.50","1,310.88","1,311.23","1,303.69","2.91M","-0.33%"
"11/21/2018","1,314.39","1,308.95","1,314.39","1,304.92","7.22M","0.60%"
"11/22/2018","1,323.21","1,314.39","1,323.21","1,314.39","6.46M","0.67%"
"11/25/2018","1,320.62","1,323.21","1,323.56","1,320.62","978.30K","-0.20%"
"11/26/2018","1,326.86","1,320.62","1,326.86","1,318.90","7.41M","0.47%"
"11/27/2018","1,320.33","1,326.86","1,326.86","1,320.33","9.09M","-0.49%"
"11/28/2018","1,324.87","1,320.33","1,324.87","1,320.33","3.28M","0.34%"
"11/29/2018","1,328.81","1,324.87","1,328.81","1,324.60","7.55M","0.30%"
"12/02/2018","1,332.07","1,328.81","1,332.07","1,327.68","2.07M","0.25%"
"12/03/2018","1,325.93","1,327.17","1,327.17","1,325.93","13.14M","-0.46%"
"12/04/2018","1,325.93","1,325.93","1,326.28","1,325.58","17.42M","0.00%"
"12/05/2018","1,322.28","1,325.93","1,325.93","1,322.28","17.23M","-0.28%"
"12/06/2018","1,320.04","1,321.93","1,321.93","1,319.49","6.91M","-0.17%"
"12/09/2018","1,317.44","1,319.11","1,319.46","1,317.44","1.39M","-0.20%"
"12/10/2018","1,317.82","1,317.44","1,319.69","1,317.24","13.36M","0.03%"
"12/11/2018","1,317.89","1,317.82","1,317.89","1,315.36","4.96M","0.01%"
"12/12/2018","1,320.22","1,317.89","1,320.22","1,317.77","1.43M","0.18%"
"12/13/2018","1,319.32","1,320.22","1,320.37","1,318.96","928.71K","-0.07%"
"12/18/2018","1,314.27","1,319.32","1,319.32","1,314.27","1.42M","-0.38%"
"12/19/2018","1,314.52","1,314.27","1,318.31","1,314.27","2.59M","0.02%"
"12/20/2018","1,313.95","1,314.52","1,314.88","1,312.61","1.26M","-0.04%"
"12/23/2018","1,314.17","1,313.95","1,316.02","1,312.69","2.15M","0.02%"
"12/24/2018","1,313.42","1,314.32","1,317.65","1,312.57","8.27M","-0.06%"
"12/25/2018","1,313.00","1,312.37","1,313.77","1,311.16","3.89M","-0.03%"
"12/26/2018","1,318.30","1,310.73","1,318.30","1,308.47","5.68M","0.40%"
"12/27/2018","1,322.20","1,320.56","1,323.24","1,320.56","38.69M","0.30%"
"12/30/2018","1,332.39","1,322.20","1,332.39","1,322.20","6.45M","0.77%"
"12/31/2018","1,337.26","1,333.52","1,337.60","1,326.87","15.77M","0.37%"
"01/02/2019","1,329.47","1,337.26","1,337.26","1,328.94","6.86M","-0.58%"
"01/03/2019","1,325.76","1,329.47","1,329.48","1,325.76","1.83M","-0.28%"
"01/06/2019","1,330.76","1,325.76","1,330.76","1,325.76","2.37M","0.38%"
"01/07/2019","1,330.85","1,330.76","1,331.71","1,329.72","11.57M","0.01%"
"01/08/2019","1,332.33","1,333.30","1,335.75","1,331.19","1.48M","0.11%"
"01/09/2019","1,338.27","1,334.78","1,338.27","1,332.80","2.77M","0.45%"
"01/10/2019","1,341.72","1,338.27","1,342.61","1,338.27","13.37M","0.26%"
"01/13/2019","1,344.45","1,341.72","1,345.30","1,341.72","4.75M","0.20%"
"01/14/2019","1,343.79","1,344.99","1,345.70","1,343.51","10.43M","-0.05%"
"01/15/2019","1,340.12","1,343.79","1,343.79","1,340.12","3.72M","-0.27%"
"01/16/2019","1,339.72","1,340.12","1,340.30","1,339.19","7.46M","-0.03%"
"01/17/2019","1,341.22","1,339.72","1,341.59","1,337.64","8.74M","0.11%"
"01/20/2019","1,347.62","1,341.22","1,347.62","1,341.22","3.01M","0.48%"
"01/21/2019","1,349.86","1,347.62","1,351.56","1,347.62","6.44M","0.17%"
"01/22/2019","1,352.46","1,349.86","1,353.16","1,349.42","3.60M","0.19%"
"01/23/2019","1,361.62","1,357.36","1,366.53","1,357.01","9.43M","0.68%"
"01/24/2019","1,374.16","1,364.08","1,376.61","1,364.08","8.55M","0.92%"
"01/27/2019","1,390.89","1,374.16","1,391.58","1,374.16","5.37M","1.22%"
"01/28/2019","1,379.27","1,391.24","1,391.24","1,372.92","3.16M","-0.84%"
"01/29/2019","1,385.80","1,379.27","1,385.95","1,379.27","10.39M","0.47%"
"01/30/2019","1,392.46","1,385.80","1,392.52","1,385.80","7.86M","0.48%"
"01/31/2019","1,391.42","1,392.46","1,392.46","1,391.29","4.84M","-0.07%"
"02/03/2019","1,396.11","1,391.42","1,397.24","1,391.10","4.33M","0.34%"
"02/04/2019","1,397.55","1,396.11","1,397.55","1,395.67","4.55M","0.10%"
"02/05/2019","1,403.69","1,398.68","1,405.75","1,398.68","3.77M","0.44%"
"02/06/2019","1,408.81","1,403.69","1,408.81","1,403.69","4.64M","0.36%"
"02/07/2019","1,418.10","1,413.71","1,418.10","1,413.71","6.95M","0.66%"
"02/10/2019","1,409.65","1,418.10","1,418.10","1,404.82","4.37M","-0.60%"
"02/11/2019","1,398.65","1,409.65","1,409.65","1,394.16","7.98M","-0.78%"
"02/12/2019","1,389.45","1,394.12","1,394.12","1,383.70","7.54M","-0.66%"
"02/13/2019","1,374.06","1,389.10","1,389.10","1,373.71","4.52M","-1.11%"
"02/14/2019","1,371.98","1,374.06","1,379.07","1,371.04","3.82M","-0.15%"
"02/17/2019","1,380.72","1,371.98","1,381.75","1,371.98","2.36M","0.64%"
"02/18/2019","1,379.41","1,380.72","1,385.46","1,378.21","4.15M","-0.09%"
"02/19/2019","1,392.60","1,379.41","1,392.60","1,379.41","4.47M","0.96%"
"02/20/2019","1,405.29","1,399.95","1,408.27","1,399.95","4.77M","0.91%"
"02/21/2019","1,404.84","1,405.29","1,407.57","1,401.69","7.42M","-0.03%"
"02/24/2019","1,415.46","1,406.47","1,415.46","1,406.47","5.78M","0.76%"
"02/25/2019","1,408.13","1,415.46","1,415.46","1,405.29","5.38M","-0.52%"
